"Study_#","Source","Publication_year","Link","Country","M49_Code","Region","Category","WB_Income_Category","Study_area_level","Study_area_name","Country_Population_Millions","Household","Food_Service","Retail","Method","Confidence_Classification","Description","Household_Diary?","Edible_Waste_Only?","Year(s)_covered","FW_Share_estimate","Share_note","Edible_Avoidable_Share","Edible_Avoidable_Note"," Mass_estimate ","Original_Mass_Measure"," Time_Adjustment_Y "," Weight_Adjustment_T "," Standardised_Mass_tonnes/year ","Derived_Estimate_Needed?"," Study_Year_Country_Population "," Study_Year_Subnational_Population ","Derived_Normalised_kg/capita/year","Normalised_Mass_Estimate","Original_Normalised_Mass_Measure","Normalised_Weight_Adjustment_kg","Normalised_Time_Adjustment_Y","Standardised_Normalised_Mass_kg/capita/year","Preferred_estimate_kg/capita","Household_Diary_Adjustment","Household_Inedible_Adjustment","Food_Service_Inedible_Adjustment","Retail_Inedible_Adjustment","Total_Adjustment","Final_kg/cap/yr_estimate"
62,"Edible food waste from Norwegian households—Detailed food waste composition analysis among households in two different regions in Norway",2016,"https://doi.org/10.1016/j.resconrec.2016.03.010","Norway",578,"Northern Europe","Developed","HIC","Nationwide",,5.3789,1,,,"Waste Composition Analysis",1,"210 households in the Fredrikstad and Hallingdal areas were randomly selected for waste sampling. These areas were considered to be sufficiently representative of the wider population for scaling purposes.",,,2011,,,59%,"Share of food waste which is edible based on Fredrikstad and Hallingdal data and weighted by population size of the areas, to get an estimate for the whole of Norway. Amounts to 46.3kg edible.",,,,,,," 4,944,529 "," -   ",,78.80,"kg / capita / year",78.80,78.80,79,79,1.00,1.00,1.00,1.00,1.00,79
63,"Project for Integrated Solid Waste Management Master Plan in Gujranwala",2015,"https://openjicareport.jica.go.jp/pdf/12246336_01.pdf","Pakistan",586,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Gujranwala",216.5653,1,,,"Waste Composition Analysis",2,"60 urban households across three income groups (high middle and low). Provided with plastic bags which were collected daily for 8 days, though the first bag was disregarded for containing more than one day's waste. The sample was repeated across three seasons to account for variation. Rural households were considered within the study, these have been treated as a separate data point. As it is a study specific to a smaller geographic area, it is considered medium confidence for analysing the whole of Pakistan.",,,2015,63%,"Share of waste which is food waste, distinct from organic",,,,,,,,," -   "," -   ",,0.24,"kg / capita / day",0.24,87.55,88,88,1.00,1.00,1.00,1.00,1.00,88
63,"Project for Integrated Solid Waste Management Master Plan in Gujranwala",2015,"https://openjicareport.jica.go.jp/pdf/12246336_01.pdf","Pakistan",586,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Gujranwala",216.5653,1,,,"Waste Composition Analysis",2,"10 households in rural areas provided with plastic bags in which to deposit waste. Collected for 8 days but the first day was discounted due to covering more than a day's waste. The survey was repeated across three different seasons to account for variation. The small sample means we cannot have high confidence. Urban households were also studied but treated as a separate data point.",,,2015,51%,"Share of waste which is food waste, distinct from organic",,,,,,,,," -   "," -   ",,0.16,"kg / capita / day",0.16,59.73,60,60,1.00,1.00,1.00,1.00,1.00,60
64,"The Pilot Study of Characteristics of Household Waste Generated in Suburban Parts of Rural Areas",2015,"https://www.researchgate.net/publication/273640405_The_pilot_study_of_characteristics_of_household_waste_generated_in_suburban_parts_of_rural_areas/link/5507f9200cf26ff55f7f9975/download","Poland",616,"Eastern Europe","Developed","HIC","Municipality & Sub-national region","Surrounding Wroclaw",37.8878,1,,,"Waste Composition Analysis",2,"21 households, representing 83 people, were audited. None of them were involved in agricultural production. They were provided with three bags for sorting (bio-waste, hygenic waste, all other waste) and had waste collected in each of the four seasons. It is unclear for how long during each season the measurement took place. As a result of small sample size and unknown length, we cannot have high confidence in the estimate.",,,,33%,"Share of waste which is food waste, distinct from organic",,,,,,,,," -   "," -   ",,55.94,"kg / capita / year",55.94,55.94,56,56,1.00,1.00,1.00,1.00,1.00,56
65,"Foodsharing in Russia",2019,"https://tiarcenter.com/wp-content/uploads/2019/11/ENG_Foodsharing-in-Russia_2019.pdf","Russian Federation",643,"Eastern Europe","Developed","UMC","Nationwide",,145.8723,1,,,"Literature",2,"The paper cites what is assumed to be a waste composition analysis by the Higher School of Economics (which was not found when searched for) and data from Rosstat. In addition, the shares of waste at each stage are calculations based on data from Russian Agriculture Ministry (2017). The estimate provides a total food waste estimate as well as the amount of waste at each stage of the chain, these have been combined to form sector-specific estimates. The inability to trace the original source data and the lack of transparency on the calculations means we cannot have high confidence in this estimate.",,,2017,29%,"Share of total food waste generation",,," 5 ","Million tonnes / year",5,4857143," 4,857,143 ",1," 145,530,100 "," -   ",33,,,,,,33,1.00,1.00,1.00,1.00,1.00,33
65,"Foodsharing in Russia",2019,"https://tiarcenter.com/wp-content/uploads/2019/11/ENG_Foodsharing-in-Russia_2019.pdf","Russian Federation",643,"Eastern Europe","Developed","UMC","Nationwide",,145.8723,,,1,"Literature",2,"The paper cites what is assumed to be a waste composition analysis by the Higher School of Economics (which was not found when searched for) and data from Rosstat. In addition, the shares of waste at each stage are calculations based on data from Russian Agriculture Ministry (2017). The estimate provides a total food waste estimate as well as the amount of waste at each stage of the chain, these have been combined to form sector-specific estimates. The inability to trace the original source data and the lack of transparency on the calculations means we cannot have high confidence in this estimate.",,,2017,12%,"Share of total food waste generation",,," 2 ","Million tonnes / year",2,1996368," 1,996,368 ",1," 145,530,100 "," -   ",14,,,,,,14,1.00,1.00,1.00,1.00,1.00,14
66,"Analysis of Key Requirements for Effective Implementation of Biogas Technology for Municipal Solid Waste Management in Sub-Saharan Africa. A Case Study of Kigali City, Rwanda",2013,"https://rke.abertay.ac.uk/en/studentTheses/analysis-of-key-requirements-for-effective-implementation-of-biog","Rwanda",646,"Sub-Saharan Africa","Developing","LIC","Municipality & Sub-national region","Kigali",12.627,1,,,"Waste Composition Analysis",2,"90 households surveyed in 3 districts. For each district, 10 households from each socioeconomic group (low, medium, high). Bags and scales were distributed to the households and they were told to separate food waste and other waste. The households weighed this each day for a period of two weeks, but regularly received visits from the researchers.",,,2011,74%,"Share of waste which is food waste, no other organic estimate",,,,,,,,," -   "," -   ",,0.45,"kg / capita / day",0.45,164.36,164,164,1.00,1.00,1.00,1.00,1.00,164
67,"Saudi FLW Baseline: Food Loss & Waste Index in Kingdom of Saudi Arabia",2019,"https://www.sago.gov.sa/Content/Files/Baseline_230719.pdf","Saudi Arabia",682,"Western Asia","Developing","HIC","Nationwide",,34.2685,1,,,"Waste Composition Analysis",1,"This study forms the Saudi waste Baseline, conducted by Saudi Grains Organisation (SAGO). 20,090 samples of domestic consumption were taken across 19 food products across 13 regions in Saudi Arabia. It is unclear, however, from how many households these samples arise. These were separated and weighed. This compositional analysis was supplemented by a behavioural study. The Household estimate is the share of waste attributed to 'Consumption'. Additional information and images to supplement the main study can be found here: https://www.macs-g20.org/fileadmin/macs/Activities/2020_FLW_WS/4_Session_3_FW_at_HH_level_small.pdf",,,2017,,,,," 2 ","Million tonnes / year",2,2317620," 2,317,620 ",," 33,101,200 "," -   ",,104.88,"kg / capita / year",104.88,104.88,105,105,1.00,1.00,1.00,1.00,1.00,105
67,"Saudi FLW Baseline: Food Loss & Waste Index in Kingdom of Saudi Arabia",2019,"https://www.sago.gov.sa/Content/Files/Baseline_230719.pdf","Saudi Arabia",682,"Western Asia","Developing","HIC","Nationwide",,34.2685,,,1,"Waste Composition Analysis",1,"This study forms the Saudi waste Baseline, conducted by Saudi Grains Organisation (SAGO). For Retail, over 7,000 samples across 19 product groups were taken. It is uncelar, however, from how many retailers samples were taken. Wholesale is not disaggregated from Retail so is included. Samples taken across 13 regions in Saudi Arabia. The value taken is the share of total waste attributed to 'Distribution'. Additional information and images to supplement the main study can be found here: https://www.macs-g20.org/fileadmin/macs/Activities/2020_FLW_WS/4_Session_3_FW_at_HH_level_small.pdf",,,2017,,,,," 1 ","Million tonnes / year",1,650560," 650,560 ",1," 33,101,200 "," -   ",20,,,,,,20,1.00,1.00,1.00,1.00,1.00,20
68,"Circular Economy Impact Assessment: Food waste in HORECA sector",2019,"https://www.giz.de/en/downloads/CE%20impact%20assessment_HORECA.pdf","Serbia",688,"Southern Europe","Developed","UMC","Nationwide",,8.7722,,1,,"Surveys, questionnaires and interviews",2,"Interviews conducted with approximately 100 hotels, restaurants and caterers to determine the share of food waste at the stages of kitchen preparation and plate waste. Unclear to what extent survey respondents were estimating or based on internal measurement. The waste generation factors from this were applied to CEVES estimates on food purchases in Serbian HoReCa.",,,2018,,,,," 39 ","Thousand tonnes / year",39,39400," 39,400 ",," -   "," -   ",,6.00,"kg / capita / year",6.00,6.00,6,6,1.00,1.00,1.00,1.00,1.00,6
69,"Food Waste, Slovenia, 2018",2018,"https://www.stat.si/StatWeb/en/news/Index/8433","Slovenia",705,"Southern Europe","Developed","HIC","Nationwide",,2.0787,1,,,"Unclear, Governmental reporting",2,"Data from the Slovenian Statistical Office, but the exact methodology is unclear. The methodological explanation from the same site mentions three different annual surveys on waste collection, generation and recovery/disposal, alongside an ad-hoc questionnaire of public waste collection services. It is unclear to whom the surveys are sent (i.e. to waste generators or to waste collection services) and if it requires submission of observed data or some other form of self-reporting.",,,2017,,,,," 67,594 ","Tonnes / year",67594,67594," 67,594 ",," 2,076,400 "," -   ",,32.83,"kg / capita / year",32.83,32.83,33,33,1.00,1.00,1.00,1.00,1.00,33
69,"Food Waste, Slovenia, 2018",2018,"https://www.stat.si/StatWeb/en/news/Index/8433","Slovenia",705,"Southern Europe","Developed","HIC","Nationwide",,2.0787,,1,,"Unclear, Governmental reporting",2,"Data from the Slovenian Statistical Office, but the exact methodology is unclear. The methodological explanation from the same site mentions three different annual surveys on waste collection, generation and recovery/disposal, alongside an ad-hoc questionnaire of public waste collection services. It is unclear to whom the surveys are sent (i.e. to waste generators or to waste collection services) and if it requires submission of observed data or some other form of self-reporting.",,,2017,,,,," 40,568 ","Tonnes / year",40568,40568," 40,568 ",," 2,076,400 "," -   ",,19.71,"kg / capita / year",19.71,19.71,20,20,1.00,1.00,1.00,1.00,1.00,20
70,"Food waste and waste indicators, Slovenia, 2019",2019,"https://www.stat.si/StatWeb/en/News/Index/9230","Slovenia",705,"Southern Europe","Developed","HIC","Nationwide",,2.0787,1,,,"Unclear, Governmental reporting",2,"Data from the Slovenian Statistical Office, but the exact methodology is unclear. The methodological explanation from the same site mentions three different annual surveys on waste collection, generation and recovery/disposal, alongside an ad-hoc questionnaire of public waste collection services. It is unclear to whom the surveys are sent (i.e. to waste generators or to waste collection services) and if it requires submission of observed data or some other form of self-reporting.",,,2018,11%,"Share of waste which is food waste, no other organic estimate",,"62% of food (total, across all sectors) was inedible parts. As this was across all sectors, it was not applied. The statistics also include a breakdown based on where the food is treated."," 73,182 ","Tonnes / year",73182,73182," 73,182 ",," 2,077,550 "," -   ",,35.58,"kg / capita / year",35.58,35.58,36,36,1.00,1.00,1.00,1.00,1.00,36
70,"Food waste and waste indicators, Slovenia, 2019",2019,"https://www.stat.si/StatWeb/en/News/Index/9230","Slovenia",705,"Southern Europe","Developed","HIC","Nationwide",,2.0787,,1,,"Unclear, Governmental reporting",2,"Data from the Slovenian Statistical Office, but the exact methodology is unclear. The methodological explanation from the same site mentions three different annual surveys on waste collection, generation and recovery/disposal, alongside an ad-hoc questionnaire of public waste collection services. It is unclear to whom the surveys are sent (i.e. to waste generators or to waste collection services) and if it requires submission of observed data or some other form of self-reporting.",,,2018,,,,"62% of food (total, across all sectors) was inedible parts. As this was across all sectors, it was not applied. The statistics also include a breakdown based on where the food is treated."," 42,071 ","Tonnes / year",42071,42071," 42,071 ",," 2,077,550 "," -   ",,20.46,"kg / capita / year",20.46,20.46,20,20,1.00,1.00,1.00,1.00,1.00,20
70,"Food waste and waste indicators, Slovenia, 2019",2019,"https://www.stat.si/StatWeb/en/News/Index/9230","Slovenia",705,"Southern Europe","Developed","HIC","Nationwide",,2.0787,,,1,"Unclear, Governmental reporting",2,"Data from the Slovenian Statistical Office, but the exact methodology is unclear. The methodological explanation from the same site mentions three different annual surveys on waste collection, generation and recovery/disposal, alongside an ad-hoc questionnaire of public waste collection services. It is unclear to whom the surveys are sent (i.e. to waste generators or to waste collection services) and if it requires submission of observed data or some other form of self-reporting.",,,2018,,,,"62% of food (total, across all sectors) was inedible parts. As this was across all sectors, it was not applied. The statistics also include a breakdown based on where the food is treated."," 13,763 ","Tonnes / year",13763,13763," 13,763 ",," 2,077,550 "," -   ",,6.69,"kg / capita / year",6.69,6.69,7,7,1.00,1.00,1.00,1.00,1.00,7
71,"Local setting influences the quantity of household food waste in mid-sized South African towns",2017,"https://doi.org/10.1371/journal.pone.0189407","South Africa",710,"Sub-Saharan Africa","Developing","UMC","Municipality & Sub-national region","Richards Bay, Dundee and Harrismith",58.5583,1,,,"Diaries",2,"554 participants taking place in a face-to-face survey. They were asked to measure and record their waste for the 48hr before the survey. Survey across three towns of Richards Bay, Dundee and Harrismith. Mixture of urban, peri-urban and rural households.",1,,2014,,,,,,,,,,," -   "," -   ",,12.35,"kg / capita / year",12.35,12.35,12,12,1.43,1.00,1.00,1.00,1.43,18
72,"The costs of household food waste in South Africa",2012,"https://doi.org/10.1016/j.wasman.2012.04.012","South Africa",710,"Sub-Saharan Africa","Developing","UMC","Nationwide",,58.5583,1,,,"Literature",2,"This paper comines a literature review of waste compositional analyses disaggregated by income group across three cities (Cape Town, Johannesburg and Rustenburg). These are then scaled by the waste generation of those specific income groups nationally. Due to the comparison with other datapoints from South Africa and their large variation, this was not considered an estimate in which we could have high confidence. ",,,2010,15%,"Share of waste which is food waste, no other organic estimate",,," 1 ","Million tonnes / year",1,1400000," 1,400,000 ",1," 51,217,000 "," -   ",27,,,,,,27,1.00,1.00,1.00,1.00,1.00,27
73,"Household food waste disposal in South Africa: A case study of Johannesburg and Ekurhuleni",2018,"https://doi.org/10.17159/sajs.2018/20170284","South Africa",710,"Sub-Saharan Africa","Developing","UMC","Municipality & Sub-national region","Johannesburg",58.5583,1,,,"Waste Composition Analysis",2,"44,927 households across 74 collection routes in Johannesburg were sampled during a 6 week period, with random grab sub-samples from municipal waste collection trucks in residential areas, which were then analysed for composition. 
The result is particularly low which is notable when compared to other studies in nearby countries. This could suggest that some other waste (such as from small businesses, or illegal dumping) is being collected as part of the household waste stream.",,,2014,7%,"Share of waste which is food waste, no other organic estimate",,,,,,,,," -   "," -   ",,12.00,"kg / Capita / year",12.00,12.00,12,12,1.00,1.00,1.00,1.00,1.00,12
73,"Household food waste disposal in South Africa: A case study of Johannesburg and Ekurhuleni",2018,"https://doi.org/10.17159/sajs.2018/20170284","South Africa",710,"Sub-Saharan Africa","Developing","UMC","Municipality & Sub-national region","Ekurhuleni",58.5583,1,,,"Waste Composition Analysis",2,"20,439 households across 41 collection routes in Ekurhuleni were sampled during a 6 week period, with random grab sub-samples from municipal waste collection trucks in residential areas, which were then analysed for composition. 
The result is particularly low which is notable when compared to other studies in nearby countries. This could suggest that some other waste (such as from small businesses, or illegal dumping) is being collected as part of the household waste stream.",,,2016,3%,"Share of waste which is food waste, no other organic estimate",,,,,,,,," -   "," -   ",,8.00,"kg / capita / year",8.00,8.00,8,8,1.00,1.00,1.00,1.00,1.00,8
74,"An Assessment of the Household Food Wastage in a Developing Country: A Case Study of Five Areas in the City of Tshwane Metropolitan Municipality, Guateng Province, South Africa",2016,"http://uir.unisa.ac.za/bitstream/handle/10500/21162/dissertation_ramukhwatho_fr.pdf?isAllowed=y&sequence=4","South Africa",710,"Sub-Saharan Africa","Developing","UMC","Municipality & Sub-national region","Tshwane Metropolitan Municipality",58.5583,1,,,"Waste Composition Analysis",2,"123 households across 5 areas of Tshwane Metropolitan Municipality had their food waste weighed. The food waste was collected separately and weighed on a weekly basis for a period of 3 weeks. The sample of 123 are out of 133 respondents on a survey who indicated that they wasted food. Another 77 respondents indicated that they did not waste food, and were seemingly not asked to weigh their waste. This may bias the results by only auditing those who self-describe themselves as someone who wastes food, and not including measurements from much smaller waste generators.
The paper does not present a single waste figure. Instead, it has been derived from Table 4.9 using the waste generation rate per household, number of people in household and share of that household size in the sample to get a weighted per capita estimate (the Sum of [household waste / number of people in household] * [share of total sample which is this houehold size] for each household size).
The paper does include some disposal method information but not enough to adjust the figures. For example, 14% of respondents claimed they fed food waste to pets, but this does not clearly translate to 14% of food waste being fed to animals. As a result, no adjustment was carried out.",,,,,,,,,,,,,," -   "," -   ",,2.57,"kg / capita / week",2.57,133.85,134,134,1.00,1.00,1.00,1.00,1.00,134
75,"Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka",2016,"https://openjicareport.jica.go.jp/pdf/12250213.pdf","Sri Lanka",144,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Jaffna",21.3237,1,,,"Waste Composition Analysis",2,"The JICA study refers to a range of locally conducted surveys on waste generation units and waste composition, combined with waste generation rates obtained by SATREPS (Science and Technology Research Partnership for Sustainable Development) in 2014, a previous JICA project. The methodological details of the locally outsourced surveys are not clear. Although the waste generation rates are captured at a household level, it appears as though the compositional analysis may have been done at an aggregated level, such as at the landfill. This and the methodological uncertainty reduces our confidence in the estimates, so they are rated 'medium confidence' only.",,,,69%,"Share of waste which is food waste, distinct from organic",,," 26 ","Tonnes / day",9560,9560," 9,560 ",," -   "," -   ",,0.32,"kg / capita / day",0.32,118.28,118,118,1.00,1.00,1.00,1.00,1.00,118
75,"Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka",2016,"https://openjicareport.jica.go.jp/pdf/12250213.pdf","Sri Lanka",144,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Nuwara Eliya",21.3237,1,,,"Waste Composition Analysis",2,"The JICA study refers to a range of locally conducted surveys on waste generation units and waste composition, combined with waste generation rates obtained by SATREPS (Science and Technology Research Partnership for Sustainable Development) in 2014, a previous JICA project. The methodological details of the locally outsourced surveys are not clear. Although the waste generation rates are captured at a household level, it appears as though the compositional analysis may have been done at an aggregated level, such as at the landfill. This and the methodological uncertainty reduces our confidence in the estimates, so they are rated 'medium confidence' only.",,,,75%,"Share of waste which is food waste, distinct from organic",,," 6 ","Tonnes / day",2357,2357," 2,357 ",," -   "," -   ",,0.26,"kg / capita / day",0.26,95.37,95,95,1.00,1.00,1.00,1.00,1.00,95
75,"Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka",2016,"https://openjicareport.jica.go.jp/pdf/12250213.pdf","Sri Lanka",144,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Kataragama",21.3237,1,,,"Waste Composition Analysis",2,"The JICA study refers to a range of locally conducted surveys on waste generation units and waste composition, combined with waste generation rates obtained by SATREPS (Science and Technology Research Partnership for Sustainable Development) in 2014, a previous JICA project. The methodological details of the locally outsourced surveys are not clear. Although the waste generation rates are captured at a household level, it appears as though the compositional analysis may have been done at an aggregated level, such as at the landfill. This and the methodological uncertainty reduces our confidence in the estimates, so they are rated 'medium confidence' only.",,,,63%,"Share of waste which is food waste, distinct from organic",,," 5 ","Tonnes / day",1803,1803," 1,803 ",," -   "," -   ",,0.26,"kg / capita / day",0.26,94.79,95,95,1.00,1.00,1.00,1.00,1.00,95
75,"Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka",2016,"https://openjicareport.jica.go.jp/pdf/12250213.pdf","Sri Lanka",144,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Thamankaduwa",21.3237,1,,,"Waste Composition Analysis",2,"The JICA study refers to a range of locally conducted surveys on waste generation units and waste composition, combined with waste generation rates obtained by SATREPS (Science and Technology Research Partnership for Sustainable Development) in 2014, a previous JICA project. The methodological details of the locally outsourced surveys are not clear. Although the waste generation rates are captured at a household level, it appears as though the compositional analysis may have been done at an aggregated level, such as at the landfill. This and the methodological uncertainty reduces our confidence in the estimates, so they are rated 'medium confidence' only.",,,,52%,"Share of waste which is food waste, distinct from organic",,," 18 ","Tonnes / day",6730,6730," 6,730 ",," -   "," -   ",,0.22,"kg / capita / day",0.22,79.31,79,79,1.00,1.00,1.00,1.00,1.00,79
75,"Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka",2016,"https://openjicareport.jica.go.jp/pdf/12250213.pdf","Sri Lanka",144,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Katunayake",21.3237,1,,,"Waste Composition Analysis",2,"The JICA study refers to a range of locally conducted surveys on waste generation units and waste composition, combined with waste generation rates obtained by SATREPS (Science and Technology Research Partnership for Sustainable Development) in 2014, a previous JICA project. The methodological details of the locally outsourced surveys are not clear. Although the waste generation rates are captured at a household level, it appears as though the compositional analysis may have been done at an aggregated level, such as at the landfill. This and the methodological uncertainty reduces our confidence in the estimates, so they are rated 'medium confidence' only.",,,,52%,"Share of waste which is food waste, no other organic estimate",,," 13 ","Tonnes / day",4632,4632," 4,632 ",," -   "," -   ",,0.21,"kg / capita / day",0.21,78.47,78,78,1.00,1.00,1.00,1.00,1.00,78
75,"Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka",2016,"https://openjicareport.jica.go.jp/pdf/12250213.pdf","Sri Lanka",144,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Moratuwa",21.3237,1,,,"Waste Composition Analysis",2,"The JICA study refers to a range of locally conducted surveys on waste generation units and waste composition, combined with waste generation rates obtained by SATREPS (Science and Technology Research Partnership for Sustainable Development) in 2014, a previous JICA project. The methodological details of the locally outsourced surveys are not clear. Although the waste generation rates are captured at a household level, it appears as though the compositional analysis may have been done at an aggregated level, such as at the landfill. This and the methodological uncertainty reduces our confidence in the estimates, so they are rated 'medium confidence' only.",,,,53%,"Share of waste which is food waste, distinct from organic",,," 35 ","Tonnes / day",12809,12809," 12,809 ",," -   "," -   ",,0.20,"kg / capita / day",0.20,74.78,75,75,1.00,1.00,1.00,1.00,1.00,75
75,"Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka",2016,"https://openjicareport.jica.go.jp/pdf/12250213.pdf","Sri Lanka",144,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Kesbewa",21.3237,1,,,"Waste Composition Analysis",2,"The JICA study refers to a range of locally conducted surveys on waste generation units and waste composition, combined with waste generation rates obtained by SATREPS (Science and Technology Research Partnership for Sustainable Development) in 2014, a previous JICA project. The methodological details of the locally outsourced surveys are not clear. Although the waste generation rates are captured at a household level, it appears as though the compositional analysis may have been done at an aggregated level, such as at the landfill. This and the methodological uncertainty reduces our confidence in the estimates, so they are rated 'medium confidence' only.",,,,53%,"Share of waste which is food waste, distinct from organic",,," 39 ","Tonnes / day",14094,14094," 14,094 ",," -   "," -   ",,0.20,"kg / capita / day",0.20,74.78,75,75,1.00,1.00,1.00,1.00,1.00,75
75,"Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka",2016,"https://openjicareport.jica.go.jp/pdf/12250213.pdf","Sri Lanka",144,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Dehiwala Mt Lavinia",21.3237,1,,,"Waste Composition Analysis",2,"The JICA study refers to a range of locally conducted surveys on waste generation units and waste composition, combined with waste generation rates obtained by SATREPS (Science and Technology Research Partnership for Sustainable Development) in 2014, a previous JICA project. The methodological details of the locally outsourced surveys are not clear. Although the waste generation rates are captured at a household level, it appears as though the compositional analysis may have been done at an aggregated level, such as at the landfill. This and the methodological uncertainty reduces our confidence in the estimates, so they are rated 'medium confidence' only.",,,,53%,"Share of waste which is food waste, distinct from organic",,," 38 ","Tonnes / day",14037,14037," 14,037 ",," -   "," -   ",,0.20,"kg / capita / day",0.20,74.78,75,75,1.00,1.00,1.00,1.00,1.00,75
75,"Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka",2016,"https://openjicareport.jica.go.jp/pdf/12250213.pdf","Sri Lanka",144,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Kurunegala",21.3237,1,,,"Waste Composition Analysis",2,"The JICA study refers to a range of locally conducted surveys on waste generation units and waste composition, combined with waste generation rates obtained by SATREPS (Science and Technology Research Partnership for Sustainable Development) in 2014, a previous JICA project. The methodological details of the locally outsourced surveys are not clear. Although the waste generation rates are captured at a household level, it appears as though the compositional analysis may have been done at an aggregated level, such as at the landfill. This and the methodological uncertainty reduces our confidence in the estimates, so they are rated 'medium confidence' only.",,,2008,52%,"Share of waste which is food waste, distinct from organic",,," 3 ","Tonnes / day",1233,1233," 1,233 ",," -   "," -   ",,0.13,"kg / capita / day",0.13,47.48,47,47,1.00,1.00,1.00,1.00,1.00,47
75,"Data Collection Survey on Solid Waste Management in Democratic Socialist Republic of Sri Lanka",2016,"https://openjicareport.jica.go.jp/pdf/12250213.pdf","Sri Lanka",144,"Southern Asia","Developing","LMC","Municipality & Sub-national region","Trincomalee",21.3237,1,,,"Waste Composition Analysis",2,"The JICA study refers to a range of locally conducted surveys on waste generation units and waste composition, combined with waste generation rates obtained by SATREPS (Science and Technology Research Partnership for Sustainable Development) in 2014, a previous JICA project. The methodological details of the locally outsourced surveys are not clear. Although the waste generation rates are captured at a household level, it appears as though the compositional analysis may have been done at an aggregated level, such as at the landfill. This and the methodological uncertainty reduces our confidence in the estimates, so they are rated 'medium confidence' only.",,,2010,12%,"Share of waste which is food waste, distinct from organic",,," 3 ","Tonnes / day",1036,1036," 1,036 ",," -   "," -   ",,0.06,"kg / capita / day",0.06,20.60,21,21,1.00,1.00,1.00,1.00,1.00,21
76,"Food waste volumes in Sweden 2012",2014,"http://www.naturvardsverket.se/Documents/publikationer6400/978-91-620-8695-4.pdf","Sweden",752,"Northern Europe","Developed","HIC","Nationwide",,10.0364,,1,,"Literature",1,"This estimate takes waste factors derived from two different papers, both in Swedish. One is a restaurant-specific factor taken from Jensen et al. (2011) which was then scaled by waste per employee. The other is a catering factor from Stare et al. (2013), which has a factor of waste per portion in schools. This has been applied to schools and other catering facilities, including prisons and healthcare.",,,2012,,,59%,"62% of restaurants is 'unnecessary', 52% of catering. This is multiplied by their waste generation and combined to get the food service edible waste share."," 200,000 ","Tonnes / year",200000,200000," 200,000 ",," -   "," -   ",,21.00,"kg / capita / year",21.00,21.00,21,21,1.00,1.00,1.00,1.00,1.00,21
76,"Food waste volumes in Sweden 2012",2014,"http://www.naturvardsverket.se/Documents/publikationer6400/978-91-620-8695-4.pdf","Sweden",752,"Northern Europe","Developed","HIC","Nationwide",,10.0364,1,,,"Waste Composition Analysis",1,"The estimate comes from Avfall Sverige (Swedish Waste management and Recycling Association) data on the amounts of separate food waste collection and composition estimates for mixed municipal waste. Home composting is included in the separate food waste estimate. The waste estimates are adjusted by a figure of 0.80 to account for home-like business waste collected by municipalities. ",,,2012,,,35%,"35% of household waste was considered 'unnecessary', i.e. could have been eaten were it not for some form of human error. This is considered to be the same as 'avoidable' food waste."," 771,000 ","Tonnes / year",771000,771000," 771,000 ",," -   "," -   ",,81.00,"kg / capita / year",81.00,81.00,81,81,1.00,1.00,1.00,1.00,1.00,81
76,"Food waste volumes in Sweden 2012",2014,"http://www.naturvardsverket.se/Documents/publikationer6400/978-91-620-8695-4.pdf","Sweden",752,"Northern Europe","Developed","HIC","Nationwide",,10.0364,,1,,"Literature",1,"This estimate takes waste factors derived from two different papers, in Swedish. One is a restaurant-specific factor taken from Jensen et al. (2011) which was then scaled by waste per employee. The other is a catering factor from Stare et al. (2013), which has a factor of waste per portion in schools. This has been applied to schools and other catering facilities, including prisons and healthcare.",,,2010,,,,," 185,000 ","Tonnes / year",185000,185000," 185,000 ",," -   "," -   ",,20.00,"kg / capita / year",20.00,20.00,20,20,1.00,1.00,1.00,1.00,1.00,20
